Rep. Grace Napolitano,561,CA-32
Rep. Ted Lieu,596,CA-33
Rep. Jimmy Gomez,568,CA-34
Rep. Norma Torres,587,CA-35
Rep. Raul Ruiz,590,CA-36
Rep. Karen Bass,575,CA-37
Rep. Linda Sanchez,578,CA-38
Rep. Gil Cisneros,11517,CA-39
Rep. Lucille Roybal-Allard,579,CA-40
Rep. Mark Takano,581,CA-41
Rep. Ken Calvert,576,CA-42
Rep. Maxine Waters,582,CA-43
Rep. Nanette Barragan,586,CA-44
Rep. Katie Porter,11521,CA-45
Rep. Lou Correa,562,CA-46
Rep. Alan Lowenthal,546,CA-47
Rep. Harley Rouda,11518,CA-48
Rep. Mike Levin,11522,CA-49
Rep. Duncan Hunter,558,CA-50
Rep. Juan Vargas,571,CA-51
Rep. Scott Peters,593,CA-52
Rep. Susan Davis,595,CA-53
Rep. Diana Degette,601,CO-01
Rep. Joe Neguse,11525,CO-02
Rep. Scott Tipton,608,CO-03
Rep. Ken Buck,605,CO-04
Rep. Doug Lamborn,602,CO-05
Rep. Jason Crow,11524,CO-06
Rep. Ed Perlmutter,603,CO-07
Rep. John Larson,613,CT-01
Rep. Joe Courtney,612,CT-02
Rep. Rosa DeLauro,615,CT-03
Rep. Jim Himes,611,CT-04
Rep. Jahana Hayes,11526,CT-05
Rep. Lisa Blunt Rochester,618,DE-01
Rep. Matt Gaetz,640,FL-01
Rep. Neal Dunn,641,FL-02
Rep. Ted Yoho,644,FL-03
Rep. John Rutherford,635,FL-04
Rep. Al Lawson,620,FL-05
Rep. Michael Waltz,11529,FL-06
Rep. Stephanie Murphy,643,FL-07
Rep. Bill Posey,623,FL-08
Rep. Darren Soto,628,FL-09
Rep. Val Demings,647,FL-10
Rep. Daniel Webster,627,FL-11
Rep. Gus Bilirakis,633,FL-12
Rep. Charlie Crist,626,FL-13
Rep. Kathy Castor,636,FL-14
Rep. Ross Spano,11531,FL-15
Rep. Vern Buchanan,648,FL-16
Rep. Greg Steube,11532,FL-17
Rep. Brian Mast,624,FL-18
Rep. Francis Rooney,631,FL-19
Rep. Alcee Hastings,621,FL-20
Rep. Lois Frankel,637,FL-21
Rep. Ted Deutch,645,FL-22
Rep. Debbie Wasserman Schultz,629,FL-23
Rep. Frederica Wilson,632,FL-24
Rep. Mario Diaz-Balart,639,FL-25
Rep. Debbie Mucarsel-Powell,11527,FL-26
Rep. Donna Shalala,11528,FL-27
Rep. Buddy Carter,652,GA-01
Rep. Sanford Bishop,662,GA-02
Rep. Drew Ferguson,649,GA-03
Rep. Hank Johnson,656,GA-04
Rep. John Lewis,659,GA-05
Rep. Lucy McBath,11533,GA-06
Rep. Rob Woodall,661,GA-07
Rep. Austin Scott,650,GA-08
Rep. Doug Collins,655,GA-09
Rep. Jody Hice,657,GA-10
Rep. Barry Loudermilk,651,GA-11
Rep. Richard Allen,660,GA-12
Rep. David Scott,654,GA-13
Rep. Tom Graves,663,GA-14
Rep. Ed Case,11535,HI-01
Rep. Tulsi Gabbard,668,HI-02
Rep. Abby Finkenauer,11536,IA-01
Rep. Dave Loebsack,670,IA-02
Rep. Cindy Axne,11537,IA-03
Rep. Steve King,674,IA-04
Rep. Russ Fulcher,11538,ID-01
Rep. Mike Simpson,677,ID-02
Rep. Bobby Rush,681,IL-01
Rep. Robin Kelly,696,IL-02
Rep. Dan Lipinski,684,IL-03
Rep. Jesús Garcia,11539,IL-04
Rep. Mike Quigley,691,IL-05
Rep. Sean Casten,11541,IL-06
Rep. Danny Davis,685,IL-07
Rep. Raja Krishnamoorthi,693,IL-08
Rep. Jan Schakowsky,687,IL-09
Rep. Brad Schneider,682,IL-10
Rep. Bill Foster,680,IL-11
Rep. Mike Bost,690,IL-12
Rep. Rodney Davis,697,IL-13
Rep. Lauren Underwood,11540,IL-14
Rep. John Shimkus,688,IL-15
Rep. Adam Kinzinger,679,IL-16
Rep. Cheri Bustos,683,IL-17
Rep. Darin LaHood,686,IL-18
Rep. Pete Visclosky,705,IN-01
Rep. Jackie Walorski,700,IN-02
Rep. Jim Banks,701,IN-03
Rep. Jim Baird,11543,IN-04
Rep. Susan Brooks,706,IN-05
Rep. Greg Pence,11542,IN-06
Rep. Andre Carson,699,IN-07
Rep. Larry Bucshon,703,IN-08
Rep. Trey Hollingsworth,709,IN-09
Rep. Roger Marshall,714,KS-01
Rep. Steve Watkins,11546,KS-02
Rep. Sharice Davids,11545,KS-03
Rep. Ron Estes,715,KS-04
Rep. James Comer,719,KY-01
Rep. Brett Guthrie,716,KY-02
Rep. John Yarmuth,720,KY-03
Rep. Thomas Massie,723,KY-04
Rep. Hal Rogers,718,KY-05
Rep. Andy Barr,717,KY-06
Rep. Steve Scalise,731,LA-01
Rep. Cedric Richmond,725,LA-02
Rep. Clay Higgins,726,LA-03
Rep. Mike Johnson,729,LA-04
Rep. Ralph Abraham,730,LA-05
Rep. Garret Graves,727,LA-06
Rep. Richard Neal,739,MA-01
Rep. Jim McGovern,734,MA-02
Rep. Lori Trahan,11548,MA-03
Rep. Joe Kennedy,735,MA-04
Rep. Katherine Clark,736,MA-05
Rep. Seth Moulton,740,MA-06
Rep. Ayanna Pressley,11547,MA-07
Rep. Stephen Lynch,741,MA-08
Rep. Bill Keating,742,MA-09
Rep. Andy Harris,743,MD-01
Rep. Dutch Ruppersberger,746,MD-02
Rep. John Sarbanes,751,MD-03
Rep. Anthony Brown,744,MD-04
Rep. Steny Hoyer,752,MD-05
Rep. David Trone,11549,MD-06
Rep. Elijah Cummings,748,MD-07
Rep. Jamie Raskin,749,MD-08
Rep. Chellie Pingree,755,ME-01
Rep. Jared Golden,11550,ME-02
Rep. Jack Bergman,765,MI-01
Rep. Bill Huizenga,757,MI-02
Rep. Justin Amash,767,MI-03
Rep. John Moolenaar,766,MI-04
Rep. Dan Kildee,759,MI-05
Rep. Fred Upton,763,MI-06
Rep. Tim Walberg,771,MI-07
Rep. Elissa Slotkin,11552,MI-08
Rep. Andy Levin,11551,MI-09
Rep. Paul Mitchell,769,MI-10
Rep. Haley Stevens,11553,MI-11
Rep. Debbie Dingell,761,MI-12
Rep. Rashida Tlaib,11554,MI-13
Rep. Brenda Lawrence,758,MI-14
Rep. Jim Hagedorn,11558,MN-01
Rep. Angie Craig,11555,MN-02
Rep. Dean Phillips,11556,MN-03
Rep. Betty McCollum,773,MN-04
Rep. Ilhan Omar,11557,MN-05
Rep. Tom Emmer,780,MN-06
Rep. Collin Peterson,1045,MN-07
Rep. Pete Stauber,11559,MN-08
Rep. Lacy Clay,790,MO-01
Rep. Ann Wagner,781,MO-02
Rep. Blaine Luetkemeyer,783,MO-03
Rep. Vicky Hartzler,789,MO-04
Rep. Emanuel Cleaver,785,MO-05
Rep. Sam Graves,788,MO-06
Rep. Billy Long,782,MO-07
Rep. Jason Smith,786,MO-08
Rep. Trent Kelly,796,MS-01
Rep. Bennie Thompson,792,MS-02
Rep. Michael Guest,11561,MS-03
Rep. Steven Palazzo,795,MS-04
Rep. Greg Gianforte,1047,MT-01
Rep. G.K. Butterfield,802,NC-01
Rep. George Holding,803,NC-02
Vacant,,NC-03
Rep. David Price,800,NC-04
Rep. Virginia Foxx,812,NC-05
Rep. Mark Walker,805,NC-06
Rep. David Rouzer,801,NC-07
Rep. Richard Hudson,808,NC-08
Vacant,,NC-09
Rep. Patrick McHenry,806,NC-10
Rep. Mark Meadows,804,NC-11
Rep. Alma Adams,799,NC-12
Rep. Ted Budd,810,NC-13
Rep. Kelly Armstrong,11562,ND-01
Rep. Jeff Fortenberry,821,NE-01
Rep. Don Bacon,820,NE-02
Rep. Adrian Smith,817,NE-03
Rep. Chris Pappas,11563,NH-01
Rep. Ann McLane Kuster,822,NH-02
Rep. Donald Norcross,831,NJ-01
Rep. Jeff Van Drew,11565,NJ-02
Rep. Andy Kim,11564,NJ-03
Rep. Chris Smith,829,NJ-04
Rep. Josh Gottheimer,835,NJ-05
Rep. Frank Pallone,834,NJ-06
Rep. Tom Malinowski,11567,NJ-07
Rep. Albio Sires,826,NJ-08
Rep. Bill Pascrell,827,NJ-09
Rep. Donald Payne,832,NJ-10
Rep. Mikie Sherrill,11566,NJ-11
Rep. Bonnie Watson Coleman,828,NJ-12
Rep. Deb Haaland,11568,NM-01
Rep. Xochitl Small,11569,NM-02
Rep. Ben Ray Lujan,840,NM-03
Rep. Dina Titus,847,NV-01
Rep. Mark Amodei,849,NV-02
Rep. Susie Lee,11571,NV-03
Rep. Steven Horsford,11570,NV-04
Rep. Lee Zeldin,870,NY-01
Rep. Pete King,874,NY-02
Rep. Tom Suozzi,876,NY-03
Rep. Kathleen Rice,868,NY-04
Rep. Gregory Meeks,861,NY-05
Rep. Grace Meng,860,NY-06
Rep. Nydia Velazquez,872,NY-07
Rep. Hakeem Jeffries,862,NY-08
Rep. Yvette Clarke,878,NY-09
Rep. Jerry Nadler,863,NY-10
Rep. Max Rose,11576,NY-11
Rep. Carolyn Maloney,853,NY-12
Rep. Adriano Espaillat,851,NY-13
Rep. Alexandria Ocasio-Cortez,11572,NY-14
Rep. Jose Serrano,866,NY-15
Rep. Eliot Engel,858,NY-16
Rep. Nita Lowey,871,NY-17
Rep. Sean Maloney,875,NY-18
Rep. Antonio Delgado,11574,NY-19
Rep. Paul Tonko,873,NY-20
Rep. Elise Stefanik,859,NY-21
Rep. Anthony Brindisi,11573,NY-22
Rep. Tom Reed,877,NY-23
Rep. John Katko,865,NY-24
Rep. Joseph Morelle,11575,NY-25
Rep. Brian Higgins,852,NY-26
Rep. Chris Collins,855,NY-27
Rep. Steve Chabot,892,OH-01
Rep. Brad Wenstrup,881,OH-02
Rep. Joyce Beatty,885,OH-03
Rep. Jim Jordan,884,OH-04
Rep. Bob Latta,889,OH-05
Rep. Bill Johnson,879,OH-06
Rep. Bob Gibbs,880,OH-07
Rep. Warren Davidson,895,OH-08
Rep. Marcy Kaptur,887,OH-09
Rep. Mike Turner,888,OH-10
Rep. Marcia Fudge,886,OH-11
Rep. Troy Balderson,11514,OH-12
Rep. Tim Ryan,894,OH-13
Rep. Dave Joyce,882,OH-14
Rep. Steve Stivers,893,OH-15
Rep. Anthony Gonzalez,11577,OH-16
Rep. Kevin Hern,11579,OK-01
Rep. Markwayne Mullin,899,OK-02
Rep. Frank Lucas,896,OK-03
Rep. Tom Cole,901,OK-04
Rep. Kendra Horn,11578,OK-05
Rep. Suzanne Bonamici,908,OR-01
Rep. Greg Walden,903,OR-02
Rep. Earl Blumenauer,902,OR-03
Rep. Pete DeFazio,906,OR-04
Rep. Kurt Schrader,905,OR-05
Rep. Brian Fitzpatrick,911,PA-01
Rep. Brendan Boyle,910,PA-02
Rep. Dwight Evans,912,PA-03
Rep. Madeleine Dean,11584,PA-04
Rep. Mary Gay Scanlon,11585,PA-05
Rep. Chrissy Houlahan,11580,PA-06
Rep. Susan Wild,11586,PA-07
Rep. Matt Cartwright,917,PA-08
Rep. Dan Meuser,11581,PA-09
Rep. Scott Perry,924,PA-10
Rep. Lloyd Smucker,915,PA-11
Vacant,,PA-12
Rep. John Joyce,11583,PA-13
Rep. Guy Reschenthaler,11582,PA-14
Rep. Glenn Thompson,913,PA-15
Rep. Mike Kelly,919,PA-16
Rep. Conor Lamb,1048,PA-17
Rep. Mike Doyle,918,PA-18
Rep. David Cicilline,927,RI-01
Rep. Jim Langevin,928,RI-02
Rep. Joe Cunningham,11587,SC-01
Rep. Joe Wilson,933,SC-02
Rep. Jeff Duncan,932,SC-03
Rep. William Timmons,11588,SC-04
Rep. Ralph Norman,936,SC-05
Rep. James Clyburn,931,SC-06
Rep. Tom Rice,938,SC-07
Rep. Dusty Johnson,11589,SD-01
Rep. Phil Roe,946,TN-01
Rep. Tim Burchett,11592,TN-02
Rep. Chuck Fleischmann,944,TN-03
Rep. Scott DesJarlais,952,TN-04
Rep. Jim Cooper,948,TN-05
Rep. John Rose,11590,TN-06
Rep. Mark Green,11591,TN-07
Rep. David Kustoff,945,TN-08
Rep. Steve Cohen,953,TN-09
Rep. Louie Gohmert,976,TX-01
Rep. Dan Crenshaw,11595,TX-02
Rep. Van Taylor,11600,TX-03
Rep. John Ratcliffe,969,TX-04
Rep. Lance Gooden,11596,TX-05
Rep. Ron Wright,11598,TX-06
Rep. Lizzie Fletcher,11597,TX-07
Rep. Kevin Brady,973,TX-08
Rep. Al Green,954,TX-09
Rep. Mike McCaul,980,TX-10
Rep. Mike Conaway,970,TX-11
Rep. Kay Granger,971,TX-12
Rep. Mac Thornberry,977,TX-13
Rep. Randy Weber,983,TX-14
Rep. Vicente Gonzalez,989,TX-15
Rep. Veronica Escobar,11601,TX-16
Rep. Bill Flores,956,TX-17
Rep. Sheila Jackson Lee,986,TX-18
Rep. Jodey Arrington,964,TX-19
Rep. Joaquin Castro,963,TX-20
Rep. Chip Roy,11593,TX-21
Rep. Pete Olson,981,TX-22
Rep. Will Hurd,990,TX-23
Rep. Kenny Marchant,972,TX-24
Rep. Roger Williams,984,TX-25
Rep. Michael Burgess,979,TX-26
Rep. Michael Cloud,11512,TX-27
Rep. Henry Cuellar,961,TX-28
Rep. Sylvia Garcia,11599,TX-29
Rep. Eddie Bernice Johnson,958,TX-30
Rep. John Carter,966,TX-31
Rep. Colin Allred,11594,TX-32
Rep. Marc Veasey,978,TX-33
Rep. Filemon Vela,959,TX-34
Rep. Lloyd Doggett,975,TX-35
Rep. Brian Babin,957,TX-36
Rep. Rob Bishop,995,UT-01
Rep. Chris Stewart,991,UT-02
Rep. John Curtis,1049,UT-03
Rep. Ben McAdams,11602,UT-04
Rep. Rob Wittman,1005,VA-01
Rep. Elaine Luria,11607,VA-02
Rep. Bobby Scott,1004,VA-03
Rep. A. Donald McEachin,996,VA-04
Rep. Denver Riggleman,11606,VA-05
Rep. Ben Cline,11605,VA-06
Rep. Abigail Spanberger,11604,VA-07
Rep. Don Beyer,1000,VA-08
Rep. Morgan Griffith,1002,VA-09
Rep. Jennifer Wexton,11608,VA-10
Rep. Gerry Connolly,1001,VA-11
Rep. Peter Welch,1012,VT-01
Rep. Suzan Delbene,1024,WA-01
Rep. Rick Larsen,1023,WA-02
Rep. Jaime Herrera Beutler,1019,WA-03
Rep. Dan Newhouse,1015,WA-04
Rep. Cathy McMorris Rodgers,1014,WA-05
Rep. Derek Kilmer,1018,WA-06
Rep. Pramila Jayapal,1022,WA-07
Rep. Kim Schrier,11609,WA-08
Rep. Adam Smith,1013,WA-09
Rep. Denny Heck,1017,WA-10
Rep. Bryan Steil,11610,WI-01
Rep. Mark Pocan,1028,WI-02
Rep. Ron Kind,1032,WI-03
Rep. Gwen Moore,1027,WI-04
Rep. Jim Sensenbrenner,1025,WI-05
Rep. Glenn Grothman,1026,WI-06
Rep. Sean Duffy,1033,WI-07
Rep. Mike Gallagher,1029,WI-08
Rep. David McKinley,1036,WV-01
Rep. Alex Mooney,1035,WV-02
Rep. Carol Miller,11611,WV-03
Rep. Liz Cheney,1041,WY-01
